title de-DE;title en-EN;title es-ES;title fr-FR;title it-IT;title pl-PL;title pt-BR;title ru-RU;title zh-Hans;title zh-Hant;text de-DE;text en-EN;text es-ES;text fr-FR;text it-IT;text pl-PL;text pt-BR;text ru-RU;text zh-Hans;text zh-Hant;id;set;type;attack;rarity;defense;faction;kredits;blitz;mobilize;smokescreen;fury;pincer;alpine;guard;ambush;intel3;heavyArmor1;intel2;heavyArmor2;image de-DE;image en-EN;image es-ES;image fr-FR;image it-IT;image pl-PL;image pt-BR;image ru-RU;image zh-Hans;image zh-Hant
756. REGIMENT;756th REGIMENT;756.º REGIMIENTO;756e RÉGIMENT;756° REGGIMENTO;756 PUŁK STRZELCÓW;756º REGIMENTO;756-й СТРЕЛКОВЫЙ ПОЛК;步兵第 756 团;步兵第 756 團;Wenn diese Einheit eine Einheit angreift und zerstört, wird der restliche Schaden dem feindlichen HQ zugefügt.;When this unit attacks and destroys a unit, deal excess damage to the enemy HQ.;Cuando esta unidad ataca y destruye a una unidad, inflige daño extra al cuartel general del enemigo.;Lorsque cette unité attaque et détruit une unité, les dégâts excessifs sont infligés au QG ennemi.;Quando questa unità attacca e distrugge un'altra unità, infliggi i danni in eccesso al QG nemico.;Kiedy ta jednostka atakuje i niszczy jednostkę, zadaj pozostałe obrażenia sztabowi wroga.;Quando esta unidade ataca e destrói uma unidade, cause o dano excedente ao QG inimigo.;Если этот отряд при атаке уничтожает вражеский, оставшийся избыточный урон наносится вражескому штабу.;此单位攻击并消灭一个单位后，溢出的伤害会转移到敌方总部。;此單位攻擊並消滅一個單位後，溢出的傷害會轉移到敵方總部。;756th_regiment;Base;infantry;7;Limited;7;Soviet;7;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/756th_regiment.png;https://www.kards.com//images/card/v15/en-EN/756th_regiment.png;https://www.kards.com//images/card/v15/es-ES/756th_regiment.png;https://www.kards.com//images/card/v15/fr-FR/756th_regiment.png;https://www.kards.com//images/card/v15/it-IT/756th_regiment.png;https://www.kards.com//images/card/v15/pl-PL/756th_regiment.png;https://www.kards.com//images/card/v15/pt-BR/756th_regiment.png;https://www.kards.com//images/card/v15/ru-RU/756th_regiment.png;https://www.kards.com//images/card/v15/zh-Hans/756th_regiment.png;https://www.kards.com//images/card/v15/zh-Hant/756th_regiment.png
9,2”-KÜSTENGESCHÜTZ;9.2” COASTAL GUN;CAÑÓN COSTERO DE 9,2 PULGADAS;CANON CÔTIER 9,2 POUCES;CANNONE COSTIERO da 9,2;9,2-CALOWA ARMATA NADBRZEŻNA;ARTILHARIA COSTEIRA DE 9,2 POLEGADAS;9,2-ДЮЙМОВОЕ БЕРЕГОВОЕ ОРУДИЕ;9.2英寸岸防炮;9.2英寸岸防炮;Bei jedem Angriff des 9,2”-KÜSTENGESCHÜTZES erhält dein HQ +3 Verteidigung.;Each time 9.2” COASTAL GUN attacks, your HQ gets +3 defense.;Cada vez que el CAÑÓN COSTERO DE 9,2 PULGADAS ataque, tu cuartel general obtiene +3 de defensa.;Votre QG gagne +3 de défense à chaque attaque du CANON CÔTIER 9.2”.;Ogni volta che questa unità attacca, dai +3 difesa al tuo QG.;Przy każdym ataku 9,2-CALOWEJ ARMATY NADBRZEŻNEJ twój sztab otrzymuje +3 do obrony.;Cada vez que a ARTILHARIA COSTEIRA DE 9,2 POLEGADAS ataca, o seu QG recebe +3 de defesa.;При каждой атаке 9,2-ДЮЙМОВОГО БЕРЕГОВОГО ОРУДИЯ ваш штаб получает +3 к защите.;此单位攻击时，你的总部获得 +3 防御力。;此單位攻擊時，你的總部獲得 +3 防禦力。;9_2_coastal_gun;Base;artillery;4;Limited;4;Britain;7;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/9_2_coastal_gun.png;https://www.kards.com//images/card/v15/en-EN/9_2_coastal_gun.png;https://www.kards.com//images/card/v15/es-ES/9_2_coastal_gun.png;https://www.kards.com//images/card/v15/fr-FR/9_2_coastal_gun.png;https://www.kards.com//images/card/v15/it-IT/9_2_coastal_gun.png;https://www.kards.com//images/card/v15/pl-PL/9_2_coastal_gun.png;https://www.kards.com//images/card/v15/pt-BR/9_2_coastal_gun.png;https://www.kards.com//images/card/v15/ru-RU/9_2_coastal_gun.png;https://www.kards.com//images/card/v15/zh-Hans/9_2_coastal_gun.png;https://www.kards.com//images/card/v15/zh-Hant/9_2_coastal_gun.png
VERNICHTUNG;ANNIHILATION;ANIQUILACIÓN;ANNIHILATION;ANNIENTAMENTO;ANIHILACJA;ANIQUILAÇÃO;АННИГИЛЯЦИЯ;歼灭;殲滅;Zerstöre eine feindliche Einheit, die 5 oder weniger kostet. Der Feind wirft eine zufällige Karte ab.;Destroy an enemy unit that costs 5 or less. Enemy discards a card at random.;Destruye una unidad enemiga de costo 5 o inferior. El enemigo descarta una carta aleatoria.;Détruit une unité ennemie avec un coût de 5 ou moins. L’adversaire se défausse d’une carte au hasard.;Distruggi un'unità nemica che ha un costo di 5 o meno. Il nemico scarta una carta casuale.;Zniszcz wrogą jednostkę, której koszt wynosi maksymalnie 5. Przeciwnik odrzuca losową kartę.;Destrua uma unidade inimiga que custa 5 ou menos. O inimigo descarta uma carta aleatória.;Уничтожает вражеский отряд стоимостью 5 кредитов или меньше. Противник сбрасывает случайную карту.;消灭一个花费为 5 点或以下的敌方单位，随机弃掉对手一张手牌。;消滅一個花費為 5 點或以下的敵方單位，隨機棄掉對手一張手牌。;annihilation;Base;order;;Special;;Germany;7;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/annihilation.png;https://www.kards.com//images/card/v15/en-EN/annihilation.png;https://www.kards.com//images/card/v15/es-ES/annihilation.png;https://www.kards.com//images/card/v15/fr-FR/annihilation.png;https://www.kards.com//images/card/v15/it-IT/annihilation.png;https://www.kards.com//images/card/v15/pl-PL/annihilation.png;https://www.kards.com//images/card/v15/pt-BR/annihilation.png;https://www.kards.com//images/card/v15/ru-RU/annihilation.png;https://www.kards.com//images/card/v15/zh-Hans/annihilation.png;https://www.kards.com//images/card/v15/zh-Hant/annihilation.png
B-24 LIBERATOR;B-24 LIBERATOR;B-24 LIBERATOR;B-24 LIBERATOR;B-24 LIBERATOR;B-24 LIBERATOR;B-24 LIBERATOR;B-24 LIBERATOR;B-24 解放者;B-24 解放者;;;;;;;;;;;b24_liberator;Base;bomber;7;Limited;5;USA;7;;;;;;;;;;1;;;https://www.kards.com//images/card/v15/de-DE/b24_liberator.png;https://www.kards.com//images/card/v15/en-EN/b24_liberator.png;https://www.kards.com//images/card/v15/es-ES/b24_liberator.png;https://www.kards.com//images/card/v15/fr-FR/b24_liberator.png;https://www.kards.com//images/card/v15/it-IT/b24_liberator.png;https://www.kards.com//images/card/v15/pl-PL/b24_liberator.png;https://www.kards.com//images/card/v15/pt-BR/b24_liberator.png;https://www.kards.com//images/card/v15/ru-RU/b24_liberator.png;https://www.kards.com//images/card/v15/zh-Hans/b24_liberator.png;https://www.kards.com//images/card/v15/zh-Hant/b24_liberator.png
BANZAI;BANZAI;BANZAI;BANZAÏ;BANZAI;BANZAI;BANZAI;БАНЗАЙ;万岁冲锋;萬歲衝鋒;Zerstöre alle Bodeneinheiten mit 4 Angriffen oder weniger. Beende deinen Zug.;Destroy all ground units with 4 attack or less. End your turn.;Destruye todas las unidades terrestres con 4 de ataque o menos. Termina tu turno.;Détruit toutes les unités terrestres avec une attaque de 4 ou moins. Mettez fin à votre tour.;Distruggi tutte le unità di terra con attacco pari a 4 o inferiore. Termina il tuo turno.;Zniszcz wszystkie jednostki lądowe mające maks. 4 pkt ataku. Zakończ turę.;Destrua todas as unidades terrestres com 4 de ataque ou menos. Encerre seu turno.;Уничтожьте все наземные отряды с атакой 4 или меньше. Закончите свой ход.;消灭所有攻击力等于或低于 4 的陆军，结束你的回合。;消滅所有攻擊力等於或低於 4 的陸軍，結束你的回合。;banzai;Legions;order;;Elite;;Japan;7;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/banzai.png;https://www.kards.com//images/card/v15/en-EN/banzai.png;https://www.kards.com//images/card/v15/es-ES/banzai.png;https://www.kards.com//images/card/v15/fr-FR/banzai.png;https://www.kards.com//images/card/v15/it-IT/banzai.png;https://www.kards.com//images/card/v15/pl-PL/banzai.png;https://www.kards.com//images/card/v15/pt-BR/banzai.png;https://www.kards.com//images/card/v15/ru-RU/banzai.png;https://www.kards.com//images/card/v15/zh-Hans/banzai.png;https://www.kards.com//images/card/v15/zh-Hant/banzai.png
FLÄCHENBOMBARDEMENT;CARPET BOMBING;BOMBARDEO DE ÁREA;TAPIS DE BOMBES;BOMBARDAMENTO A TAPPETO;NALOT DYWANOWY;BOMBARDEIO DE SATURAÇÃO;КОВРОВАЯ БОМБАРДИРОВКА;地毯式轰炸;地毯式轟炸;Fügt allen feindlichen Einheiten 3 Schaden zu.;Deal 3 damage to all enemy units.;Inflige un 3 de daño a todas las unidades enemigas.;Inflige 3 dégâts à toutes les unités ennemies.;Infligge 3 danni a tutte le unità nemiche.;Zadaj 3 pkt obrażeń wszystkim wrogim jednostkom.;Cause 3 de dano a todas as unidades inimigas.;Наносит по 3 ед. урона всем вражеским отрядам.;对敌方所有单位造成 3 点伤害。;對敵方所有單位造成 3 點傷害。;carpet_bombing;Base;order;;Special;;Britain;7;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/carpet_bombing.png;https://www.kards.com//images/card/v15/en-EN/carpet_bombing.png;https://www.kards.com//images/card/v15/es-ES/carpet_bombing.png;https://www.kards.com//images/card/v15/fr-FR/carpet_bombing.png;https://www.kards.com//images/card/v15/it-IT/carpet_bombing.png;https://www.kards.com//images/card/v15/pl-PL/carpet_bombing.png;https://www.kards.com//images/card/v15/pt-BR/carpet_bombing.png;https://www.kards.com//images/card/v15/ru-RU/carpet_bombing.png;https://www.kards.com//images/card/v15/zh-Hans/carpet_bombing.png;https://www.kards.com//images/card/v15/zh-Hant/carpet_bombing.png
CHURCHILL Mk III AVRE;CHURCHILL Mk III AVRE;CHURCHILL Mk III AVRE;CHURCHILL Mk III AVRE;CHURCHILL Mk III AVRE;CHURCHILL Mk III AVRE;CHURCHILL Mk III AVRE;CHURCHILL Mk III AVRE;丘吉尔 Mk III AVRE;丘吉爾 Mk III AVRE;Einsatz: Alle feindlichen Bodeneinheiten müssen sich zurückziehen.;Deployment: All enemy ground units must Retreat.;Despliegue: Todas las unidades terrestres del enemigo deben retirarse.;Déploiement : Toutes les unités aériennes ennemies battent en retraite.;Schieramento: tutte le unità di terra nemiche devono Ritirarsi.;Rozmieszczenie: wszystkie jednostki lądowe wroga muszą się wycofać.;Implantação: Todas as unidades terrestres inimigas devem Recuar.;Размещение: Все вражеские наземные отряды должны отступить.;部署：敌方所有陆军必须撤退。;部署：敵方所有陸軍必須撤退。;churchill_mk_iii_avre;Legions;tank;5;Elite;7;Britain;7;;;;;;;;;;1;;;https://www.kards.com//images/card/v15/de-DE/churchill_mk_iii_avre.png;https://www.kards.com//images/card/v15/en-EN/churchill_mk_iii_avre.png;https://www.kards.com//images/card/v15/es-ES/churchill_mk_iii_avre.png;https://www.kards.com//images/card/v15/fr-FR/churchill_mk_iii_avre.png;https://www.kards.com//images/card/v15/it-IT/churchill_mk_iii_avre.png;https://www.kards.com//images/card/v15/pl-PL/churchill_mk_iii_avre.png;https://www.kards.com//images/card/v15/pt-BR/churchill_mk_iii_avre.png;https://www.kards.com//images/card/v15/ru-RU/churchill_mk_iii_avre.png;https://www.kards.com//images/card/v15/zh-Hans/churchill_mk_iii_avre.png;https://www.kards.com//images/card/v15/zh-Hant/churchill_mk_iii_avre.png
ISU-152;ISU-152;ISU-152;ISU-152;ISU-152;ISU-152;ISU-152;ИСУ-152;ISU-152;ISU-152;Fügt dem feindlichen HQ und Panzern doppelten Schaden zu.;Deals double damage against the enemy HQ and tanks.;Inflige el doble de daño contra tanques y contra el cuartel general del enemigo.;Inflige le double de dégâts au QG ennemi et aux chars.;Infligge il doppio dei danni contro QG e carri armati nemici.;Zadaj podwójne obrażenia sztabowi oraz czołgom wroga.;Causa o dobro de dano contra o QG inimigo e taques.;Наносит двойной урон вражескому штабу и танкам.;对战坦克和总部时，造成双倍伤害。;對戰坦克和總部時，造成雙倍傷害。;isu152;Base;tank;4;Elite;6;Soviet;7;;;;;;;;;;;;1;https://www.kards.com//images/card/v15/de-DE/isu152.png;https://www.kards.com//images/card/v15/en-EN/isu152.png;https://www.kards.com//images/card/v15/es-ES/isu152.png;https://www.kards.com//images/card/v15/fr-FR/isu152.png;https://www.kards.com//images/card/v15/it-IT/isu152.png;https://www.kards.com//images/card/v15/pl-PL/isu152.png;https://www.kards.com//images/card/v15/pt-BR/isu152.png;https://www.kards.com//images/card/v15/ru-RU/isu152.png;https://www.kards.com//images/card/v15/zh-Hans/isu152.png;https://www.kards.com//images/card/v15/zh-Hant/isu152.png
JUNKERS JU 188 E;JUNKERS JU 188 E;JUNKERS JU 188 E;JUNKERS JU 188 E;JUNKERS JU 188 E;JUNKERS JU 188 E;JUNKERS JU 188 E;JUNKERS JU 188 E;容克 Ju 188 E;容克 Ju 188 E;;;;;;;;;;;junkers_ju_188_e;Base;bomber;5;Special;6;Germany;7;;;;1;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/junkers_ju_188_e.png;https://www.kards.com//images/card/v15/en-EN/junkers_ju_188_e.png;https://www.kards.com//images/card/v15/es-ES/junkers_ju_188_e.png;https://www.kards.com//images/card/v15/fr-FR/junkers_ju_188_e.png;https://www.kards.com//images/card/v15/it-IT/junkers_ju_188_e.png;https://www.kards.com//images/card/v15/pl-PL/junkers_ju_188_e.png;https://www.kards.com//images/card/v15/pt-BR/junkers_ju_188_e.png;https://www.kards.com//images/card/v15/ru-RU/junkers_ju_188_e.png;https://www.kards.com//images/card/v15/zh-Hans/junkers_ju_188_e.png;https://www.kards.com//images/card/v15/zh-Hant/junkers_ju_188_e.png
KAWANISHI H6K;KAWANISHI H6K;KAWANISHI H6K;KAWANISHI H6K;KAWANISHI H6K;KAWANISHI H6K;KAWANISHI H6K;KAWANISHI H6K;H6K 九七大艇;H6K 九七大艇;Deine Befehle verursachen +2 Schaden.;Your orders deal +2 damage.;Tus órdenes infligen +2 de daño.;Vos ordres infligent 2 dégâts supplémentaires.;I tuoi ordini infliggono +2 danni in più.;Twoje rozkazy zadają +2 pkt obrażeń.;Suas ordens causam +2 de dano.;Ваши приказы наносят +2 ед. урона.;你的所有指令造成的伤害 +2。;你的所有指令造成的傷害 +2。;kawanishi_h6k;Breakthrough;bomber;1;Elite;7;Japan;7;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/kawanishi_h6k.png;https://www.kards.com//images/card/v15/en-EN/kawanishi_h6k.png;https://www.kards.com//images/card/v15/es-ES/kawanishi_h6k.png;https://www.kards.com//images/card/v15/fr-FR/kawanishi_h6k.png;https://www.kards.com//images/card/v15/it-IT/kawanishi_h6k.png;https://www.kards.com//images/card/v15/pl-PL/kawanishi_h6k.png;https://www.kards.com//images/card/v15/pt-BR/kawanishi_h6k.png;https://www.kards.com//images/card/v15/ru-RU/kawanishi_h6k.png;https://www.kards.com//images/card/v15/zh-Hans/kawanishi_h6k.png;https://www.kards.com//images/card/v15/zh-Hant/kawanishi_h6k.png
KIKKA;KIKKA;KIKKA;KIKKA;KIKKA;KIKKA;KIKKA;KIKKA;试制橘花;試製橘花;Zerstörung: Mische 4 KAMIKAZE-Karten in dein Deck.;Destruction: Shuffle 4 KAMIKAZE cards into your deck.;Destrucción: Baraja 4 cartas Kamikaze en tu mazo.;Destruction : mélangez 4 cartes KAMIKAZE dans votre deck.;Distruzione: mescola 4 carte KAMIKAZE nel tuo mazzo.;Zniszczenie: przemieść 4 karty KAMIKAZE do swojej talii.;Destruição: Embaralhe 4 cartas Kamikaze em seu baralho.;Уничтожение: Замешайте 4 карты КАМИКАДЗЕ в свою колоду.;亡计：将 4 张“神风特攻队”洗入你的卡组。;亡計：將 4 張“神風特攻隊”洗入你的卡組。;kikka;Legions;fighter;6;Elite;5;Japan;7;1;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/kikka.png;https://www.kards.com//images/card/v15/en-EN/kikka.png;https://www.kards.com//images/card/v15/es-ES/kikka.png;https://www.kards.com//images/card/v15/fr-FR/kikka.png;https://www.kards.com//images/card/v15/it-IT/kikka.png;https://www.kards.com//images/card/v15/pl-PL/kikka.png;https://www.kards.com//images/card/v15/pt-BR/kikka.png;https://www.kards.com//images/card/v15/ru-RU/kikka.png;https://www.kards.com//images/card/v15/zh-Hans/kikka.png;https://www.kards.com//images/card/v15/zh-Hant/kikka.png
KRIEGSMARINE;KRIEGSMARINE;KRIEGSMARINE;KRIEGSMARINE;KRIEGSMARINE;KRIEGSMARINE;KRIEGSMARINE;КРИГСМАРИНЕ;战争海军;戰爭海軍;Fügt dem feindlichen HQ Schaden in Höhe der Anzahl der Karten in der Hand des Gegners zu. Dann wirft der Gegner eine Karte ab.;Deal damage to enemy HQ equal to cards in enemy hand, then enemy discards a card.;Inflige daño al cuartel general enemigo igual al número de cartas en la mano del enemigo. Después, el enemigo descarta una carta.;Inflige au QG ennemi des dégâts égaux au nombre de cartes dans la main de l’ennemi, puis l’ennemi se défausse d’une carte.;Infliggi danni al QG nemico pari alle carte in mano al nemico, poi il nemico scarta una carta.;Zadaj obrażenia wrogiemu sztabowi równe liczbie kart w ręce przeciwnika. Następnie przeciwnik odrzuca kartę.;Cause dano ao QG inimigo igual ao número de cartas na mão do inimigo. O inimigo descarta uma carta.;Наносит урон вражескому штабу, равный количеству карт на руках у врага. После этого враг сбрасывает карту.;对敌方总部造成 (X) 点伤害，X 为对手手牌数量，弃掉对手一张手牌。;對敵方總部造成 (X) 點傷害，X 為對手手牌數量，棄掉對手一張手牌。;kriegsmarine;Allegiance;order;;Elite;;Germany;7;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/kriegsmarine.png;https://www.kards.com//images/card/v15/en-EN/kriegsmarine.png;https://www.kards.com//images/card/v15/es-ES/kriegsmarine.png;https://www.kards.com//images/card/v15/fr-FR/kriegsmarine.png;https://www.kards.com//images/card/v15/it-IT/kriegsmarine.png;https://www.kards.com//images/card/v15/pl-PL/kriegsmarine.png;https://www.kards.com//images/card/v15/pt-BR/kriegsmarine.png;https://www.kards.com//images/card/v15/ru-RU/kriegsmarine.png;https://www.kards.com//images/card/v15/zh-Hans/kriegsmarine.png;https://www.kards.com//images/card/v15/zh-Hant/kriegsmarine.png
KW-2;KV-2;KV-2;KV-2;KV-2;KV-2;KV-2;КВ-2;KV-2;KV-2;Kann nicht festgesetzt werden. Kann nicht von Artillerie und Lufteinheiten angegriffen werden.;Cannot be pinned. Cannot be attacked by artillery or air units.;No se puede inmovilizar. No puede recibir ataques de artillería ni de unidades aéreas.;Ne peut pas être immobilisé. Ne peut pas être attaqué par l’artillerie ou les unités aériennes.;Non può essere Bloccato. Non può essere attaccato dall'artiglieria o dalle unità aeree.;Nie można przyszpilić. Nie można zaatakować za pomocą artylerii lub jednostek powietrznych.;Não pode ser imobilizado. Não pode ser atacado por unidades aéreas e artilharia.;Нельзя заблокировать. Нельзя атаковать артиллерийскими или воздушными отрядами.;无法被压制。无法被炮兵和空军攻击。;無法被壓制。無法被炮兵和空軍攻擊。;kv2;Allegiance;tank;6;Special;5;Soviet;7;;;;;;;;;;;;1;https://www.kards.com//images/card/v15/de-DE/kv2.png;https://www.kards.com//images/card/v15/en-EN/kv2.png;https://www.kards.com//images/card/v15/es-ES/kv2.png;https://www.kards.com//images/card/v15/fr-FR/kv2.png;https://www.kards.com//images/card/v15/it-IT/kv2.png;https://www.kards.com//images/card/v15/pl-PL/kv2.png;https://www.kards.com//images/card/v15/pt-BR/kv2.png;https://www.kards.com//images/card/v15/ru-RU/kv2.png;https://www.kards.com//images/card/v15/zh-Hans/kv2.png;https://www.kards.com//images/card/v15/zh-Hant/kv2.png
LANCASTER B.III;LANCASTER B.III;LANCASTER B.III;LANCASTER B.III;LANCASTER B.III;LANCASTER B.III;LANCASTER B.III;LANCASTER B.III;兰开斯特 B.III;蘭開斯特 B.III;Wenn diese Einheit einem HQ Schaden zufügt, kosten Karten in der Hand des Gegners +1 Kredit.;When this unit damages a HQ, cards in enemy hand cost +1 kredit.;Cuando esta unidad inflige daño a un cuartel general, las cartas de la mano del enemigo cuestan 1 krédito más.;Lorsque cette unité inflige des dégâts à un QG, les cartes de la main ennemie coûtent +1 Krédit.;Quando questa unità danneggia un QG, aumenta di 1 il costo delle carte nella mano del nemico.;Gdy ta jednostka trafi sztab, karty w ręce przeciwnika kosztują +1 kredyt.;Quando esta unidade causa dano ao QG inimigo, as cartas na mão inimiga custam +1 de crédito.;Когда этот отряд атакует штаб противника, стоимость всех карт противника повышается на 1 кредит.;此单位对总部造成伤害时，对手手牌花费 +1。;此單位對總部造成傷害時，對手手牌花費 +1。;lancaster_b_iii;Base;bomber;5;Elite;4;Britain;7;1;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/lancaster_b_iii.png;https://www.kards.com//images/card/v15/en-EN/lancaster_b_iii.png;https://www.kards.com//images/card/v15/es-ES/lancaster_b_iii.png;https://www.kards.com//images/card/v15/fr-FR/lancaster_b_iii.png;https://www.kards.com//images/card/v15/it-IT/lancaster_b_iii.png;https://www.kards.com//images/card/v15/pl-PL/lancaster_b_iii.png;https://www.kards.com//images/card/v15/pt-BR/lancaster_b_iii.png;https://www.kards.com//images/card/v15/ru-RU/lancaster_b_iii.png;https://www.kards.com//images/card/v15/zh-Hans/lancaster_b_iii.png;https://www.kards.com//images/card/v15/zh-Hant/lancaster_b_iii.png
LEIH- UND PACHTPROGRAMM;LEND LEASE;PRÉSTAMO Y ARRIENDO;PRÊT-BAIL;LEND LEASE;LEND LEASE;LEND-LEASE;ЛЕНД-ЛИЗ;租借法案;租借法案;Ziehe 4 Karten.;Draw 4 cards.;Roba 4 cartas.;Piochez 4 cartes.;Pesca 4 carte.;Dobierz 4 karty.;Compre 4 cartas.;Возьмите 4 карты.;抽四张牌。;抽四張牌。;lend_lease;Allegiance;order;;Limited;;Britain;7;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/lend_lease.png;https://www.kards.com//images/card/v15/en-EN/lend_lease.png;https://www.kards.com//images/card/v15/es-ES/lend_lease.png;https://www.kards.com//images/card/v15/fr-FR/lend_lease.png;https://www.kards.com//images/card/v15/it-IT/lend_lease.png;https://www.kards.com//images/card/v15/pl-PL/lend_lease.png;https://www.kards.com//images/card/v15/pt-BR/lend_lease.png;https://www.kards.com//images/card/v15/ru-RU/lend_lease.png;https://www.kards.com//images/card/v15/zh-Hans/lend_lease.png;https://www.kards.com//images/card/v15/zh-Hant/lend_lease.png
MANCHESTER IA;MANCHESTER IA;MANCHESTER IA;MANCHESTER IA;MANCHESTER IA;MANCHESTER IA;MANCHESTER IA;MANCHESTER IA;曼彻斯特 IA;曼徹斯特 IA;Einsatz: Füge deiner Hand einmal GEZIELTER BOMBENABWURF hinzu.;Deployment: Add a PRECISION BOMBING to your hand.;Despliegue: Añade un BOMBARDEO DE PRECISIÓN a tu mano.;Déploiement : Ajoute un BOMBARDEMENT DE PRÉCISION à votre main.;Schieramento: aggiunge una carta BOMBARDAMENTO DI PRECISIONE alla tua mano.;Rozmieszczenie: dodaj do swojej ręki BOMBARDOWANIE PRECYZYJNE.;Posicionamento: adicione um BOMBARDEIO DE PRECISÃO à sua mão.;Размещение: в ваши карты на руках добавляется ПРИЦЕЛЬНОЕ БОМБОМЕТАНИЕ.;部署：将一张“精准轰炸”置入你的手牌。;部署：將一張“精準轟炸”置入你的手牌。;manchester_ia;Allegiance;bomber;6;Elite;4;Britain;7;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/manchester_ia.png;https://www.kards.com//images/card/v15/en-EN/manchester_ia.png;https://www.kards.com//images/card/v15/es-ES/manchester_ia.png;https://www.kards.com//images/card/v15/fr-FR/manchester_ia.png;https://www.kards.com//images/card/v15/it-IT/manchester_ia.png;https://www.kards.com//images/card/v15/pl-PL/manchester_ia.png;https://www.kards.com//images/card/v15/pt-BR/manchester_ia.png;https://www.kards.com//images/card/v15/ru-RU/manchester_ia.png;https://www.kards.com//images/card/v15/zh-Hans/manchester_ia.png;https://www.kards.com//images/card/v15/zh-Hant/manchester_ia.png
ME 410 HORNISSE;ME 410 HORNISSE;ME 410 HORNISSE;ME 410 HORNISSE;ME 410 HORNISSE;ME 410 HORNISSE;ME 410 HORNISSE;ME 410 HORNISSE;Me 410 大黄蜂;Me 410 大黃蜂;Ziehe am Anfang deines Zugs eine Karte. Füge den feindlichen HQ Schaden in Höhe ihrer Kosten zu.;At the start of your turn, draw a card. Deal damage equal to its cost to the enemy HQ.;Roba una carta al inicio de tu turno. Le infliges un daño equivalente a su costo al cuartel general del enemigo.;Au début de votre tour, piochez une carte. Inflige des dégâts égaux à son coût au QG ennemi.;All'inizio del turno, pesca una carta. Infliggi danni pari al suo costo al QG nemico.;Na początku swojej tury dobierz kartę. Zadaj wrogiemu sztabowi zniszczenia równe jej kosztowi.;No início do seu turno, compre uma carta. Cause dano ao QG inimigo igual ao custo dela.;В начале хода возьмите карту. Наносит вражескому штабу урон, равный её стоимости.;在你的回合开始时，抽一张牌，对敌方总部造成等同于此卡牌花费的伤害。;在你的回合開始時，抽一張牌，對敵方總部造成等同於此卡牌花費的傷害。;me_410_hornisse;Breakthrough;fighter;3;Elite;4;Germany;7;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/me_410_hornisse.png;https://www.kards.com//images/card/v15/en-EN/me_410_hornisse.png;https://www.kards.com//images/card/v15/es-ES/me_410_hornisse.png;https://www.kards.com//images/card/v15/fr-FR/me_410_hornisse.png;https://www.kards.com//images/card/v15/it-IT/me_410_hornisse.png;https://www.kards.com//images/card/v15/pl-PL/me_410_hornisse.png;https://www.kards.com//images/card/v15/pt-BR/me_410_hornisse.png;https://www.kards.com//images/card/v15/ru-RU/me_410_hornisse.png;https://www.kards.com//images/card/v15/zh-Hans/me_410_hornisse.png;https://www.kards.com//images/card/v15/zh-Hant/me_410_hornisse.png
PATRIOTISMUS;PATRIOTIC ZEAL;FERVOR PATRIÓTICO;ZÈLE PATRIOTIQUE;ZELO PATRIOTICO;PATRIOTYCZNY ZAPAŁ;ZELO PATRIÓTICO;ПАТРИОТИЧЕСКОЕ РВЕНИЕ;爱国热忱;愛國熱忱;Verdoppelt Angriff und Verteidigung einer verbündeten Einheit.;Double the attack and defense of a friendly unit.;Duplica el ataque y la defensa de una unidad aliada.;Double l’attaque et la défense d’une unité alliée.;Raddoppia l'attacco e la difesa di un'unità alleata.;Podwój wartość ataku i obrony sojuszniczej jednostki.;Duplique o ataque e a defesa de uma unidade aliada.;Удваивает атаку и защиту дружественного отряда.;使一个友方单位的攻击力和防御力翻倍。;使一個友方單位的攻擊力和防禦力翻倍。;patriotic_zeal;Base;order;;Special;;USA;7;;;;;;;;;;;;;https://www.kards.com//images/card/v15/de-DE/patriotic_zeal.png;https://www.kards.com//images/card/v15/en-EN/patriotic_zeal.png;https://www.kards.com//images/card/v15/es-ES/patriotic_zeal.png;https://www.kards.com//images/card/v15/fr-FR/patriotic_zeal.png;https://www.kards.com//images/card/v15/it-IT/patriotic_zeal.png;https://www.kards.com//images/card/v15/pl-PL/patriotic_zeal.png;https://www.kards.com//images/card/v15/pt-BR/patriotic_zeal.png;https://www.kards.com//images/card/v15/ru-RU/patriotic_zeal.png;https://www.kards.com//images/card/v15/zh-Hans/patriotic_zeal.png;https://www.kards.com//images/card/v15/zh-Hant/patriotic_zeal.png
